query,label,complexity,recommended_llm,needs_followup,distractor_label,biomarkers,is_high_risk,query_length
How does iron affect metabolic pathways in the human body?,general,3,TinyLlama,True,,[],False,10
Explain the relationship between the Food Composition Table and dietary assessment.,general,4,Mistral,True,,[],False,11
How does iron affect metabolic pathways in the human body?,general,2,TinyLlama,False,,[],False,10
Describe the biochemical mechanisms of iron absorption.,general,2,Mistral,False,,[],False,7
How does zinc affect metabolic pathways in the human body?,general,2,Mistral,False,,[],False,10
Describe the biochemical mechanisms of iron absorption.,general,3,TinyLlama,True,,[],False,7
How can clinical dietitians use phytate composition data in patient care?,general,3,TinyLlama,False,,[],False,11
What is the role of phytates in human biochemistry?,general,1,TinyLlama,True,,[],False,9
What is the role of phytates in human biochemistry?,general,4,TinyLlama,False,,[],False,9
Describe the biochemical mechanisms of zinc absorption.,general,2,Mistral,True,,[],False,7
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,TinyLlama,True,,[],False,11
What is the role of phytates in human biochemistry?,general,3,TinyLlama,False,,[],False,9
How can clinical dietitians use phytate composition data in patient care?,general,1,Mistral,False,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,2,Mistral,False,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,,[],False,11
Describe the biochemical mechanisms of zinc absorption.,general,4,Mistral,False,,[],False,7
How does zinc affect metabolic pathways in the human body?,general,1,Mistral,True,,[],False,10
How does vitamin D affect metabolic pathways in the human body?,general,3,TinyLlama,True,,[],False,11
How can clinical dietitians use phytate composition data in patient care?,general,3,TinyLlama,True,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,2,TinyLlama,False,,[],False,11
How can clinical dietitians use phytate composition data in patient care?,general,3,TinyLlama,True,,[],False,11
What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,[],False,9
What is the role of phytates in human biochemistry?,general,4,Mistral,True,,[],False,9
How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,False,,[],False,11
What is the role of phytates in human biochemistry?,general,5,TinyLlama,True,,[],False,9
How can clinical dietitians use phytate composition data in patient care?,general,1,Mistral,True,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,TinyLlama,False,,[],False,11
How does magnesium affect metabolic pathways in the human body?,general,2,TinyLlama,True,,[],False,10
Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,,[],False,11
How can clinical dietitians use phytate composition data in patient care?,general,5,Mistral,True,,[],False,11
What is the role of phytates in human biochemistry?,general,3,TinyLlama,True,,[],False,9
How can clinical dietitians use phytate composition data in patient care?,general,5,Mistral,False,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,TinyLlama,False,,[],False,11
Describe the biochemical mechanisms of vitamin D absorption.,general,4,TinyLlama,True,,[],False,8
Explain the relationship between the Food Composition Table and dietary assessment.,general,4,TinyLlama,False,,[],False,11
Describe the biochemical mechanisms of magnesium absorption.,general,2,TinyLlama,True,,[],False,7
How does zinc affect metabolic pathways in the human body?,general,3,TinyLlama,False,,[],False,10
What is the role of phytates in human biochemistry?,general,4,Mistral,False,,[],False,9
Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,3,TinyLlama,False,,[],False,11
What is the role of phytates in human biochemistry?,general,4,Mistral,False,,[],False,9
How does calcium affect metabolic pathways in the human body?,general,5,TinyLlama,True,,[],False,10
What is the role of phytates in human biochemistry?,general,3,Mistral,True,,[],False,9
Describe the biochemical mechanisms of iron absorption.,general,4,Mistral,False,,[],False,7
Describe the biochemical mechanisms of zinc absorption.,general,4,Mistral,True,,[],False,7
How can clinical dietitians use phytate composition data in patient care?,general,5,TinyLlama,True,,[],False,11
How can clinical dietitians use phytate composition data in patient care?,general,2,TinyLlama,True,,[],False,11
How does iron affect metabolic pathways in the human body?,general,4,TinyLlama,False,,[],False,10
How does zinc affect metabolic pathways in the human body?,general,5,Mistral,False,,[],False,10
What is the role of phytates in human biochemistry?,general,4,Mistral,False,,[],False,9
Explain the relationship between the Food Composition Table and dietary assessment.,general,4,TinyLlama,False,,[],False,11
What is the role of phytates in human biochemistry?,general,2,TinyLlama,True,,[],False,9
What is the role of phytates in human biochemistry?,general,1,Mistral,False,,[],False,9
How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,False,,[],False,11
What is the role of phytates in human biochemistry?,general,3,Mistral,True,,[],False,9
Describe the biochemical mechanisms of vitamin D absorption.,general,4,TinyLlama,False,,[],False,8
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,Mistral,False,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,3,Mistral,False,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,TinyLlama,True,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,3,Mistral,False,,[],False,11
Describe the biochemical mechanisms of iron absorption.,general,2,Mistral,True,,[],False,7
How can clinical dietitians use phytate composition data in patient care?,general,5,Mistral,True,,[],False,11
Describe the biochemical mechanisms of zinc absorption.,general,1,Mistral,False,,[],False,7
How does vitamin D affect metabolic pathways in the human body?,general,5,TinyLlama,True,,[],False,11
How does zinc affect metabolic pathways in the human body?,general,1,TinyLlama,True,,[],False,10
How can clinical dietitians use phytate composition data in patient care?,general,3,TinyLlama,False,,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,,[],False,11
What is the role of phytates in human biochemistry?,general,3,Mistral,False,,[],False,9
How does magnesium affect metabolic pathways in the human body?,general,5,Mistral,False,,[],False,10
How does calcium affect metabolic pathways in the human body?,general,1,Mistral,True,,[],False,10
How can clinical dietitians use phytate composition data in patient care?,general,2,TinyLlama,True,,[],False,11
How does zinc affect metabolic pathways in the human body?,general,3,Mistral,True,,[],False,10
What is the role of phytates in human biochemistry?,general,2,TinyLlama,True,,[],False,9
How does calcium affect metabolic pathways in the human body?,general,5,Mistral,False,,[],False,10
How can clinical dietitians use phytate composition data in patient care?,general,3,Mistral,False,,[],False,11
How does magnesium affect metabolic pathways in the human body?,general,3,Mistral,True,,[],False,10
Compare the effects of vitamin D and fish oil on calcium absorption.,comparison,3,Mistral,False,recommendation,[],False,12
Design a dietary intervention for improving calcium status in celiac disease.,therapy,5,TinyLlama,True,comparison,[],True,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,Mistral,False,therapy,[],False,11
Propose a therapy combining dietary and supplement interventions for osteoporosis.,therapy,1,TinyLlama,False,general,"['calcium', 'vitamin_d']",True,10
Suggest plant-based alternatives high in calcium for malnutrition.,recommendation,2,TinyLlama,False,therapy,[],False,8
Which has higher protein digestibility: wheat bread or maize flour?,comparison,3,Mistral,False,recommendation,[],False,10
Design a dietary intervention for improving zinc status in kidney stones.,therapy,1,Mistral,True,recommendation,"['uric_acid', 'calcium', 'oxalate']",True,11
Which has higher protein digestibility: wheat bread or sorghum?,comparison,2,TinyLlama,False,recommendation,[],False,9
Describe the biochemical mechanisms of magnesium absorption.,general,3,TinyLlama,True,comparison,[],False,7
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,TinyLlama,False,recommendation,[],False,11
Create a therapeutic diet for type 2 diabetes based on the Food Composition Table.,therapy,4,TinyLlama,True,comparison,"['glucose', 'hba1c']",True,14
How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,True,recommendation,[],False,11
Compare the effects of vitamin D and ascorbic acid on calcium absorption.,comparison,2,TinyLlama,False,general,[],False,12
Create a therapeutic diet for iron-deficiency anemia based on the Food Composition Table.,therapy,5,Mistral,True,general,"['ferritin', 'iron']",True,13
Compare the phytate levels in millet porridge and maize flour based on the Food Composition Table.,comparison,2,Mistral,False,general,[],False,16
Create a therapeutic diet for type 2 diabetes based on the Food Composition Table.,therapy,2,TinyLlama,True,comparison,"['glucose', 'hba1c']",False,14
Recommend dietary changes for reducing phytate intake in adolescents.,recommendation,3,TinyLlama,False,comparison,[],False,9
How should a patient with kidney stones adjust their diet to improve iron absorption?,therapy,1,TinyLlama,True,general,"['uric_acid', 'calcium', 'oxalate']",True,14
Compare the phytate levels in cassava flour and yam flour based on the Food Composition Table.,comparison,1,Mistral,False,recommendation,[],False,16
Compare the effects of ferrous sulfate and folic acid on calcium absorption.,comparison,3,TinyLlama,True,recommendation,[],False,12
How does vitamin D affect metabolic pathways in the human body?,general,3,TinyLlama,False,comparison,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,5,Mistral,True,comparison,[],False,11
Explain the relationship between the Food Composition Table and dietary assessment.,general,1,TinyLlama,True,comparison,[],False,11
How does iron affect metabolic pathways in the human body?,general,1,TinyLlama,False,therapy,[],False,10
What is the best way to enhance calcium absorption for athletes?,recommendation,1,TinyLlama,True,comparison,[],False,11
Design a dietary intervention for improving vitamin D status in celiac disease.,therapy,1,TinyLlama,True,general,[],False,12
How do the biochemical impacts of polyphenol differ from protein in pediatric diets?,comparison,2,TinyLlama,False,therapy,[],False,13
How can clinical dietitians use phytate composition data in patient care?,general,4,Mistral,True,recommendation,[],False,11
How do the biochemical impacts of phytate differ from protein in pediatric diets?,comparison,5,Mistral,False,recommendation,[],False,13
How do the biochemical impacts of phytate differ from protein in pediatric diets?,comparison,3,TinyLlama,True,general,[],False,13
